"mailgrp" "appeal" "ward" "voted98" "mailings"
"1932" 0 2 9 0 0
"1933" 0 3 15 0 0
"1934" 0 2 15 1 0
"1935" 1 1 3 1 3
"1936" 0 2 7 0 0
"1937" 0 2 27 0 0
"1938" 1 2 12 0 3
"1939" 1 2 17 0 1
"1941" 1 3 4 0 1
"1943" 0 2 25 1 0
"1944" 0 1 17 1 0
"1945" 0 1 12 1 0
"1946" 0 2 12 1 0
"1948" 1 3 13 1 3
"1949" 0 1 14 1 0
"1950" 1 1 17 1 2
"1951" 0 2 17 1 0
"1952" 0 3 14 0 0
"1953" 1 3 17 1 3
"1954" 0 3 22 1 0
"1955" 0 1 18 0 0
"1956" 0 2 18 0 0
"1959" 1 2 10 0 1
"1961" 1 1 12 0 1
"1962" 1 1 5 1 2
"1963" 0 1 23 0 0
"1964" 0 1 25 0 0
"1965" 1 2 8 1 3
"1967" 1 1 30 0 1
"1968" 0 3 30 0 0
"1969" 0 1 25 1 0
"1970" 0 1 20 1 0
"1971" 0 2 25 1 0
"1972" 0 3 5 0 0
"1973" 0 3 20 1 0
"1974" 0 3 27 0 0
"1975" 1 1 13 1 2
"1976" 1 1 18 0 3
"1978" 1 2 16 0 1
"1979" 0 2 25 0 0
"1980" 0 2 20 0 0
"1982" 0 1 6 1 0
"1983" 0 1 17 0 0
"1985" 0 3 9 0 0
"1986" 1 1 9 1 1
"1990" 1 2 30 1 1
"1991" 1 1 2 1 3
"1993" 0 2 9 0 0
"1994" 1 2 25 1 3
"1995" 1 2 24 0 1
"1996" 0 2 25 0 0
"1997" 0 1 24 0 0
"1998" 1 3 13 1 1
"2000" 0 3 5 1 0
"2001" 0 2 6 1 0
"2003" 0 2 10 0 0
"2005" 1 1 26 1 1
"2006" 0 3 8 1 0
"2007" 0 3 21 1 0
"2008" 1 2 20 1 1
"2009" 1 2 8 1 2
"2010" 0 3 11 1 0
"2012" 1 1 14 0 1
"2013" 1 2 14 1 1
"2015" 0 3 4 0 0
"2016" 1 1 27 0 1
"2017" 0 3 10 0 0
"2020" 0 2 16 0 0
"2021" 0 3 14 0 0
"2022" 1 1 11 1 3
"2023" 0 3 11 0 0
"2024" 1 2 28 0 3
"2025" 1 1 22 1 1
"2026" 1 1 13 1 2
"2028" 0 1 13 0 0
"2029" 0 3 17 0 0
"2032" 0 2 18 1 0
"2033" 1 1 23 1 2
"2034" 1 2 9 0 3
"2035" 0 1 15 1 0
"2038" 0 2 5 1 0
"2039" 1 2 25 0 1
"2040" 0 2 3 1 0
"2041" 0 2 18 1 0
"2042" 0 1 25 1 0
"2044" 1 2 28 1 3
"2047" 0 2 7 0 0
"2048" 1 2 18 1 3
"2049" 0 2 3 0 0
"2050" 0 2 6 0 0
"2051" 1 1 24 0 1
"2052" 0 3 9 1 0
"2053" 1 3 24 1 1
"2054" 0 1 10 0 0
"2055" 1 1 26 0 3
"2057" 0 2 23 0 0
"2058" 1 3 24 0 2
"2059" 0 1 25 1 0
"2060" 0 2 18 1 0
"2062" 1 2 10 1 2
"2063" 1 2 25 0 2
"2064" 1 1 23 1 3
"2065" 0 2 29 0 0
"2066" 1 1 22 0 2
"2067" 0 1 21 0 0
"2068" 0 2 10 0 0
"2069" 0 1 27 1 0
"2070" 0 3 9 0 0
"2072" 0 2 24 0 0
"2073" 1 2 13 1 3
"2074" 1 3 10 1 1
"2075" 0 2 25 1 0
"2076" 0 1 9 1 0
"2077" 1 2 14 1 1
"2078" 0 1 27 0 0
"2079" 0 1 24 0 0
"2080" 0 1 19 0 0
"2081" 1 3 24 1 1
"2082" 1 1 28 1 3
"2083" 1 1 9 1 2
"2084" 0 1 18 0 0
"2087" 1 2 5 0 3
"2088" 0 3 9 0 0
"2089" 0 1 13 0 0
"2090" 1 2 7 0 3
"2091" 1 3 7 1 2
"2092" 0 1 4 0 0
"2093" 1 1 8 0 2
"2094" 1 2 18 0 3
"2095" 1 3 26 1 3
"2097" 0 2 6 1 0
"2100" 0 3 5 0 0
"2101" 1 3 27 0 1
"2105" 1 2 8 1 3
"2106" 1 1 5 0 1
"2107" 1 1 19 1 3
"2108" 0 3 18 1 0
"2109" 0 1 28 1 0
"2110" 0 2 19 1 0
"2111" 0 1 7 0 0
"2112" 0 2 9 1 0
"2113" 0 2 26 0 0
"2114" 0 2 27 0 0
"2115" 1 1 25 1 3
"2116" 0 1 25 0 0
"2117" 0 1 24 0 0
"2118" 0 1 6 0 0
"2120" 0 2 16 0 0
"2121" 1 2 16 0 2
"2122" 0 1 11 1 0
"2123" 1 3 10 1 1
"2124" 1 3 8 1 2
"2125" 0 3 13 1 0
"2126" 1 3 8 1 2
"2127" 1 3 20 0 1
"2128" 1 2 20 0 1
"2129" 1 3 12 0 3
"2130" 0 2 26 0 0
"2131" 0 3 26 1 0
"2132" 1 1 26 1 1
"2134" 1 2 26 0 3
"2135" 0 2 14 0 0
"2136" 0 1 7 0 0
"2137" 1 2 25 0 1
"2139" 0 2 6 1 0
"2140" 1 1 5 0 3
"2141" 1 3 10 1 2
"2142" 1 3 19 1 2
"2143" 0 1 16 0 0
"2144" 0 3 18 0 0
"2145" 0 3 9 1 0
"2146" 0 2 17 1 0
"2147" 0 1 15 1 0
"2148" 0 3 14 1 0
"2150" 0 2 13 1 0
"2151" 0 1 27 1 0
"2152" 0 3 11 1 0
"2153" 1 2 7 1 1
"2154" 0 3 19 1 0
"2155" 1 3 24 0 3
"2156" 1 3 15 0 3
"2157" 1 3 29 1 1
"2158" 1 1 21 1 3
"2159" 0 3 30 0 0
"2160" 0 3 18 1 0
"2161" 0 2 11 0 0
"2162" 0 1 19 1 0
"2163" 1 3 26 1 2
"2164" 0 1 26 0 0
"2166" 0 3 20 1 0
"2168" 0 1 20 1 0
"2169" 0 3 2 1 0
"2170" 1 3 17 0 1
"2171" 1 1 25 0 2
"2172" 1 3 19 1 2
"2173" 1 1 10 1 2
"2174" 0 2 25 0 0
"2175" 1 1 9 1 2
"2176" 1 1 22 0 2
"2177" 1 1 12 1 1
"2178" 1 3 24 1 1
"2179" 0 2 26 0 0
"2180" 0 2 13 1 0
"2181" 0 3 17 1 0
"2182" 0 2 12 1 0
"2183" 0 2 25 1 0
"2187" 0 3 15 0 0
"2188" 0 3 17 0 0
"2190" 1 1 27 1 3
"2191" 0 1 30 0 0
"2193" 0 1 23 1 0
"2194" 0 3 2 0 0
"2195" 1 1 26 1 2
"2196" 0 1 30 0 0
"2197" 1 2 28 0 2
"2198" 1 2 30 1 2
"2199" 1 3 4 1 3
"2200" 0 2 24 0 0
"2201" 0 3 24 0 0
"2202" 1 1 26 1 1
"2203" 1 1 2 1 1
"2205" 1 2 12 0 3
"2206" 0 1 17 0 0
"2207" 0 1 23 0 0
"2208" 0 2 17 1 0
"2209" 0 2 22 0 0
"2210" 0 2 25 0 0
"2211" 1 3 25 1 1
"2212" 0 2 29 0 0
"2214" 1 1 27 1 3
"2215" 0 2 10 1 0
"2216" 0 1 18 0 0
"2217" 1 1 13 0 1
"2218" 1 3 14 0 3
"2219" 1 1 2 0 3
"2220" 0 3 8 0 0
"2221" 0 3 10 1 0
"2222" 0 2 10 1 0
"2223" 0 3 14 1 0
"2224" 1 3 8 0 2
"2225" 1 2 19 1 2
"2226" 1 3 6 0 2
"2228" 0 1 12 0 0
"2229" 0 1 26 0 0
"2230" 0 3 17 1 0
"2231" 0 1 14 0 0
"2232" 0 1 12 0 0
"2233" 0 2 20 1 0
"2235" 1 3 26 1 2
"2236" 0 2 26 1 0
"2237" 1 3 19 1 1
"2238" 0 2 25 1 0
"2239" 1 1 9 1 2
"2240" 0 3 8 1 0
"2241" 0 3 17 0 0
"2243" 0 3 9 1 0
"2244" 1 1 10 1 2
"2245" 0 3 27 0 0
"2246" 0 2 13 1 0
"2248" 0 1 15 0 0
"2249" 0 3 23 0 0
"2250" 1 2 26 1 2
"2251" 0 2 25 0 0
"2252" 1 2 12 1 3
"2253" 0 3 26 0 0
"2254" 0 3 19 0 0
"2255" 0 2 28 1 0
"2257" 1 1 6 1 1
"2258" 0 2 5 1 0
"2259" 0 3 9 1 0
"2260" 0 3 25 1 0
"2261" 0 3 18 1 0
"2262" 0 2 2 0 0
"2263" 0 2 24 1 0
"2264" 0 3 12 0 0
"2266" 0 1 24 0 0
"2269" 0 1 22 1 0
"2270" 0 1 24 0 0
"2271" 0 3 9 0 0
"2272" 1 2 12 0 1
"2273" 1 2 19 0 1
"2274" 0 3 16 1 0
"2275" 0 2 25 0 0
"2276" 0 2 26 1 0
"2278" 1 1 16 0 3
"2279" 0 2 30 0 0
"2280" 1 2 28 1 3
"2281" 0 1 28 1 0
"2282" 0 3 24 1 0
"2284" 0 1 26 1 0
"2286" 0 3 2 1 0
"2287" 0 1 22 0 0
"2288" 1 1 19 0 3
"2289" 1 1 24 0 3
"2290" 1 1 15 0 2
"2291" 1 3 6 1 3
"2292" 0 2 24 0 0
"2293" 1 3 24 1 3
"2295" 1 2 27 0 1
"2297" 1 3 30 1 1
"2298" 0 3 20 0 0
"2299" 0 1 30 1 0
"2300" 0 3 18 1 0
"2301" 0 1 23 0 0
"2302" 0 3 9 0 0
"2303" 1 3 10 0 3
"2304" 1 1 14 0 1
"2305" 0 3 30 0 0
"2307" 0 1 21 1 0
"2309" 0 3 19 0 0
"2310" 0 1 21 0 0
"2311" 0 2 8 1 0
"2312" 0 2 19 1 0
"2313" 0 1 19 1 0
"2315" 1 2 8 1 3
"2317" 1 1 25 1 3
"2318" 0 2 25 1 0
"2319" 0 3 10 1 0
"2320" 0 2 25 1 0
"2321" 0 3 7 0 0
"2322" 1 3 9 1 2
"2323" 0 2 6 1 0
"2324" 1 3 25 1 3
"2325" 0 1 10 0 0
"2326" 0 2 8 1 0
"2329" 0 2 13 1 0
"2330" 0 3 27 1 0
"2331" 1 2 29 0 1
"2332" 0 3 26 1 0
"2333" 1 3 18 0 2
"2334" 0 2 4 0 0
"2335" 1 3 28 0 3
"2336" 0 2 15 0 0
"2337" 0 3 4 0 0
"2338" 0 1 24 1 0
"2339" 0 2 26 1 0
"2341" 1 2 20 0 2
"2342" 0 1 19 1 0
"2343" 1 3 10 1 3
"2344" 0 3 18 1 0
"2345" 0 2 26 1 0
"2346" 0 3 22 0 0
"2349" 0 1 27 1 0
"2350" 1 1 15 0 1
"2351" 0 2 5 0 0
"2352" 1 1 26 1 2
"2353" 1 1 16 0 1
"2354" 1 2 3 1 1
"2356" 1 3 7 1 3
"2359" 1 2 14 0 1
"2360" 1 2 14 1 3
"2361" 0 2 9 0 0
"2362" 1 2 18 0 2
"2364" 0 3 18 1 0
"2365" 1 2 10 1 3
"2366" 0 1 27 0 0
"2367" 1 1 21 0 1
"2369" 1 1 13 0 2
"2370" 1 1 23 0 2
"2371" 1 3 13 1 3
"2373" 0 2 19 1 0
"2374" 0 3 12 1 0
"2375" 1 1 26 1 3
"2376" 1 3 9 1 2
"2377" 0 2 5 1 0
"2379" 0 2 29 0 0
"2380" 0 1 3 1 0
"2381" 0 2 24 0 0
"2384" 1 3 21 1 2
"2388" 1 2 21 0 3
"2389" 0 3 28 1 0
"2391" 1 1 21 0 3
"2392" 1 2 14 1 1
"2393" 1 1 26 0 1
"2394" 1 1 10 1 3
"2395" 1 3 25 0 2
"2396" 1 2 23 0 3
"2397" 0 2 27 0 0
"2398" 1 3 22 0 2
"2399" 0 2 6 1 0
"2400" 1 3 22 0 1
"2401" 0 1 10 1 0
"2402" 0 2 14 1 0
"2403" 0 3 8 0 0
"2404" 0 2 27 0 0
"2405" 0 1 4 0 0
"2406" 0 2 4 0 0
"2407" 1 2 22 1 3
"2408" 0 3 25 1 0
"2410" 0 3 26 0 0
"2411" 1 1 25 1 2
"2412" 0 1 17 1 0
"2413" 0 2 18 1 0
"2414" 0 1 28 1 0
"2415" 1 3 7 0 3
"2416" 0 1 24 1 0
"2417" 1 1 26 1 3
"2418" 0 3 19 1 0
"2419" 1 3 30 0 2
"2420" 1 1 26 1 2
"2421" 0 2 20 1 0
"2422" 1 2 30 0 2
"2423" 1 3 5 0 3
"2424" 0 2 4 0 0
"2425" 1 1 2 1 2
"2426" 1 1 24 1 1
"2427" 0 1 14 0 0
"2428" 1 1 5 1 1
"2430" 1 1 28 1 3
"2431" 1 3 28 1 1
"2432" 1 1 30 0 2
"2433" 1 2 29 1 2
"2434" 0 2 21 1 0
"2435" 0 1 29 0 0
"2437" 1 3 26 1 3
"2438" 0 3 3 1 0
"2439" 1 1 29 0 2
"2440" 1 1 12 0 3
"2441" 0 2 21 0 0
"2443" 1 2 28 0 2
"2444" 0 1 24 1 0
"2445" 1 1 25 1 1
"2446" 0 2 10 0 0
"2447" 0 3 27 1 0
"2449" 0 3 21 1 0
"2450" 1 2 29 1 2
"2451" 0 2 30 0 0
"2452" 0 3 30 0 0
"2453" 0 1 4 0 0
"2454" 1 3 27 0 1
"2455" 1 3 26 0 3
"2456" 0 1 26 1 0
"2457" 1 1 28 1 1
"2458" 1 3 11 0 2
"2459" 0 2 12 0 0
"2460" 1 1 29 1 1
"2461" 0 3 24 0 0
"2462" 0 2 21 1 0
"2463" 1 3 20 0 2
"2464" 0 1 28 1 0
"2466" 0 1 22 0 0
"2467" 0 1 27 1 0
"2468" 1 2 20 1 1
"2469" 0 2 23 0 0
"2470" 0 2 23 0 0
"2472" 0 3 19 1 0
"2474" 0 1 26 1 0
"2475" 1 3 22 1 1
"2476" 0 2 7 1 0
"2477" 1 3 20 0 1
"2479" 0 2 21 0 0
"2480" 0 3 6 1 0
"2481" 0 1 22 1 0
"2482" 1 2 22 1 2
"2483" 0 1 12 0 0
"2485" 1 2 26 0 2
"2486" 0 2 8 1 0
"2487" 1 2 26 1 2
"2488" 0 2 13 1 0
"2489" 0 2 21 1 0
"2491" 0 2 6 0 0
"2492" 1 2 3 1 2
"2493" 0 2 4 0 0
"2494" 1 2 2 1 3
"2495" 0 1 18 0 0
"2497" 0 1 22 0 0
"2498" 0 2 3 0 0
"2500" 1 3 6 0 2
"2501" 0 1 6 0 0
"2502" 1 1 21 0 2
"2503" 0 1 28 0 0
"2505" 1 2 18 0 1
"2506" 1 1 18 0 1
"2507" 1 2 19 1 1
"2508" 1 3 19 1 1
"2509" 0 2 4 1 0
"2510" 1 1 23 0 1
"2511" 1 1 19 0 1
"2512" 0 1 28 1 0
"2513" 1 1 10 0 3
"2514" 0 3 25 1 0
"2515" 0 2 18 1 0
"2516" 1 3 18 0 1
"2517" 0 2 27 0 0
"2518" 0 1 18 1 0
"2519" 0 3 25 1 0
"2520" 1 2 20 1 1
"2522" 1 2 13 1 3
"2524" 1 3 22 1 2
"2525" 0 1 20 0 0
"2526" 0 3 6 1 0
"2527" 0 3 28 1 0
"2528" 1 1 8 0 3
"2530" 0 3 29 1 0
"2531" 1 2 27 1 2
"2533" 0 2 18 0 0
"2534" 0 3 9 1 0
"2535" 1 1 13 1 2
"2536" 0 3 27 1 0
"2537" 1 3 10 0 2
"2538" 0 1 28 0 0
"2539" 1 3 17 0 1
"2540" 1 1 2 0 3
"2542" 0 1 4 1 0
"2543" 0 3 20 1 0
"2544" 1 2 27 1 3
"2546" 1 1 10 1 2
"2550" 0 3 23 0 0
"2551" 0 3 14 1 0
"2552" 0 1 22 0 0
"2554" 0 1 25 1 0
"2556" 1 2 21 1 3
"2557" 1 3 6 0 1
"2558" 1 3 19 0 1
"2559" 1 2 24 0 1
"2560" 1 3 13 0 2
"2561" 0 1 8 0 0
"2562" 1 1 13 1 2
"2563" 1 1 27 1 3
"2565" 0 3 30 0 0
"2566" 0 2 22 0 0
"2567" 1 3 24 0 3
"2568" 1 1 19 0 1
"2569" 1 3 23 1 2
"2571" 0 1 22 1 0
"2572" 0 3 26 1 0
"2573" 1 3 3 1 2
"2574" 0 2 26 1 0
"2575" 0 3 24 0 0
"2576" 1 3 13 1 3
"2577" 1 1 30 0 1
"2578" 0 1 30 0 0
"2579" 0 3 26 1 0
"2581" 1 2 26 0 3
"2584" 0 2 2 0 0
"2586" 0 3 14 0 0
"2587" 1 1 4 1 2
"2588" 0 3 27 0 0
"2589" 1 1 24 0 2
"2591" 1 2 21 1 3
"2592" 1 1 25 1 3
"2593" 0 2 5 1 0
"2595" 0 2 20 0 0
"2596" 0 2 13 1 0
"2597" 1 1 22 0 2
"2598" 0 1 21 1 0
"2599" 1 1 30 0 2
"2600" 0 1 21 0 0
"2601" 0 1 16 0 0
"2602" 1 3 29 1 3
"2603" 0 1 26 1 0
"2604" 0 3 22 0 0
"2605" 0 3 5 1 0
"2607" 1 2 12 1 2
"2608" 0 1 4 0 0
"2609" 0 3 22 0 0
"2611" 1 2 20 1 2
"2612" 0 2 24 0 0
"2613" 0 2 30 0 0
"2614" 0 2 20 1 0
"2615" 1 2 29 1 1
"2618" 0 3 30 0 0
"2620" 0 1 24 0 0
"2623" 0 1 6 0 0
"2624" 0 1 16 0 0
"2626" 0 2 3 0 0
"2627" 0 2 21 0 0
"2628" 1 1 7 0 2
"2629" 1 1 10 1 2
"2631" 0 3 26 1 0
"2632" 1 3 9 1 2
"2636" 1 1 25 1 2
"2637" 1 1 2 1 2
"2638" 1 1 28 1 2
"2641" 0 3 18 1 0
"2642" 1 1 8 1 1
"2643" 0 3 10 0 0
"2644" 0 2 30 0 0
"2646" 0 2 7 0 0
"2647" 0 3 30 0 0
"2648" 0 1 30 0 0
"2651" 1 1 30 0 3
"2653" 1 1 2 1 2
"2654" 0 3 6 1 0
"2655" 1 1 28 1 3
"2656" 1 3 15 1 3
"2657" 1 3 7 0 3
"2659" 1 1 18 0 1
"2660" 1 2 17 0 3
"2661" 0 3 13 0 0
"2662" 0 2 25 0 0
"2664" 1 2 18 1 3
"2665" 1 3 13 1 3
"2666" 0 2 26 0 0
"2668" 1 1 25 0 3
"2669" 1 1 29 1 3
"2671" 0 3 2 1 0
"2672" 0 2 15 0 0
"2673" 1 1 18 1 1
"2675" 0 1 24 1 0
"2676" 0 1 7 0 0
"2677" 0 1 25 1 0
"2678" 1 3 22 1 1
"2679" 1 1 20 1 3
"2681" 0 3 20 0 0
"2682" 1 3 21 0 2
"2683" 0 1 18 1 0
"2684" 0 2 21 0 0
"2686" 0 3 6 0 0
"2687" 0 3 13 0 0
"2688" 1 3 28 1 3
"2689" 0 2 18 0 0
"2690" 1 2 13 0 2
"2691" 0 2 29 1 0
"2692" 1 1 9 0 2
"2693" 0 2 11 0 0
"2694" 1 2 21 0 3
"2695" 1 2 28 1 2
"2696" 0 3 18 1 0
"2697" 0 2 18 1 0
"2698" 0 3 20 0 0
"2699" 0 2 9 0 0
"2700" 1 3 15 0 2
"2701" 0 2 25 1 0
"2702" 0 2 21 0 0
"2703" 1 2 28 0 3
"2704" 0 3 24 0 0
"2705" 1 3 6 1 3
"2706" 0 3 29 0 0
"2709" 0 3 24 0 0
"2710" 0 2 3 0 0
"2711" 1 2 13 1 3
"2712" 0 3 12 1 0
"2713" 0 2 28 1 0
"2714" 1 2 20 1 2
"2715" 0 2 4 0 0
"2716" 0 2 27 0 0
"2717" 1 2 30 1 3
"2718" 1 3 6 1 2
"2719" 0 2 23 1 0
"2720" 1 1 20 0 2
"2722" 0 2 28 1 0
"2723" 0 2 24 1 0
"2724" 0 3 27 1 0
"2725" 0 3 10 0 0
"2726" 1 2 10 1 3
"2727" 1 1 4 0 3
"2728" 1 2 27 1 3
"2729" 0 2 20 0 0
"2730" 0 1 9 1 0
"2731" 1 2 29 0 1
"2732" 0 3 13 0 0
"2733" 1 2 13 0 1
"2734" 1 2 12 0 3
"2735" 1 1 12 1 3
"2736" 0 3 18 0 0
"2737" 0 3 17 1 0
"2738" 1 2 17 1 3
"2739" 0 1 25 0 0
"2740" 0 1 25 0 0
"2741" 1 1 8 0 2
"2742" 0 3 15 0 0
"2743" 1 2 10 0 2
"2744" 0 2 26 1 0
"2745" 0 1 28 0 0
"2747" 1 1 13 0 3
"2748" 1 3 12 0 2
"2750" 1 1 2 0 3
"2751" 0 3 26 0 0
"2752" 0 1 28 1 0
"2753" 0 2 26 0 0
"2754" 0 3 2 0 0
"2755" 0 3 18 0 0
"2756" 0 3 24 0 0
"2757" 1 1 17 1 2
"2758" 1 1 26 1 3
"2759" 0 2 13 0 0
"2760" 1 3 18 0 3
"2761" 0 2 5 0 0
"2762" 0 3 6 0 0
"2764" 1 1 7 0 2
"2766" 0 2 30 0 0
"2767" 0 3 19 1 0
"2769" 0 2 19 1 0
"2770" 0 1 21 0 0
"2772" 0 3 6 0 0
"2773" 0 3 6 1 0
"2775" 0 2 2 0 0
"2776" 0 1 21 0 0
"2777" 1 1 26 0 3
"2779" 0 1 8 0 0
"2780" 0 1 27 1 0
"2782" 0 1 25 1 0
"2785" 0 3 12 1 0
"2786" 1 1 3 0 2
"2787" 0 1 18 0 0
"2788" 1 2 16 0 3
"2789" 1 3 16 1 2
"2790" 0 3 18 0 0
"2791" 0 3 17 1 0
"2792" 0 2 17 1 0
"2793" 0 3 21 1 0
"2794" 0 1 18 1 0
"2796" 0 1 8 0 0
"2799" 0 1 29 0 0
"2800" 0 1 30 1 0
"2802" 0 2 25 0 0
"2803" 0 2 7 0 0
"2805" 1 2 14 1 3
"2806" 1 2 25 1 2
"2807" 1 1 18 0 2
"2809" 1 2 18 0 1
"2811" 1 2 28 1 2
"2812" 1 3 9 1 1
"2814" 1 1 18 0 3
"2816" 0 3 18 1 0
"2817" 1 1 17 1 3
"2818" 1 1 18 1 2
"2819" 0 1 18 1 0
"2820" 0 2 17 1 0
"2821" 1 2 13 1 3
"2823" 1 3 5 0 3
"2826" 0 1 16 0 0
"2827" 1 2 4 0 1
"2828" 0 3 5 0 0
"2829" 0 2 3 1 0
"2830" 1 2 15 0 2
"2831" 0 1 26 0 0
"2832" 0 3 28 1 0
"2835" 0 2 26 0 0
"2836" 0 3 7 0 0
"2837" 0 3 17 1 0
"2838" 0 3 17 1 0
"2839" 1 3 13 1 1
"2840" 1 3 30 0 2
"2841" 0 3 12 0 0
"2842" 1 3 21 0 3
"2843" 1 1 9 0 1
"2844" 0 1 20 1 0
"2845" 0 2 21 0 0
"2846" 0 1 29 0 0
"2847" 0 2 13 1 0
"2848" 0 2 18 1 0
"2849" 1 1 26 1 3
"2850" 1 3 8 1 1
"2851" 0 3 9 0 0
"2853" 0 3 17 1 0
"2854" 0 1 20 1 0
"2855" 1 2 15 0 2
"2856" 0 2 27 1 0
"2857" 0 3 16 1 0
"2858" 0 1 8 1 0
"2859" 0 3 17 1 0
"2860" 0 3 18 1 0
"2861" 1 2 18 1 3
"2862" 0 3 17 0 0
"2863" 0 1 2 0 0
"2864" 0 3 25 0 0
"2865" 1 1 15 0 1
"2866" 1 3 28 1 2
"2867" 0 3 28 1 0
"2868" 0 3 6 1 0
"2870" 1 2 4 0 2
"2871" 1 3 23 0 2
"2872" 1 3 14 1 3
"2873" 0 3 19 1 0
"2874" 1 1 10 0 1
"2875" 0 1 29 0 0
"2876" 0 3 5 0 0
"2877" 0 3 26 1 0
"2878" 0 2 17 1 0
"2880" 0 3 26 0 0
"2881" 0 1 11 1 0
"2882" 0 2 8 0 0
"2883" 1 3 25 0 1
"2884" 1 1 13 0 3
"2886" 1 2 15 0 2
"2887" 1 3 17 0 1
"2888" 0 1 18 0 0
"2889" 1 2 3 0 2
"2890" 0 1 15 1 0
"2891" 0 1 2 0 0
"2892" 0 3 15 0 0
"2893" 1 1 15 0 3
"2894" 1 2 18 0 3
"2895" 0 2 17 1 0
"2896" 0 1 24 1 0
"2897" 1 1 17 0 1
"2899" 1 3 18 1 3
"2900" 0 3 17 0 0
"2901" 0 2 7 0 0
"2902" 0 2 28 1 0
"2903" 1 2 24 0 1
"2904" 0 2 15 1 0
"2905" 0 1 25 0 0
"2906" 1 2 16 0 3
"2907" 0 2 17 1 0
"2908" 1 3 13 1 2
"2911" 0 1 18 0 0
"2913" 0 3 18 1 0
"2914" 0 2 25 0 0
"2915" 1 3 24 0 1
"2916" 1 3 16 0 2
"2917" 0 3 6 0 0
"2918" 0 3 22 1 0
"2919" 0 3 22 1 0
"2920" 0 2 8 1 0
"2921" 1 2 10 1 2
"2922" 1 1 19 1 2
"2923" 1 2 23 0 2
"2924" 0 1 15 0 0
"2925" 0 1 4 0 0
"2926" 0 2 4 0 0
"2929" 0 3 28 1 0
"2930" 0 1 24 0 0
"2931" 1 1 9 0 1
"2932" 1 3 2 0 3
"2933" 0 1 26 1 0
"2934" 1 1 12 0 2
"2935" 0 3 19 0 0
"2936" 0 2 27 0 0
"2938" 0 1 25 0 0
"2939" 0 3 27 0 0
"2940" 0 2 23 1 0
"2941" 0 2 19 1 0
"2942" 0 2 17 0 0
"2943" 0 3 13 0 0
"2946" 0 1 19 1 0
"2948" 1 3 25 1 2
"2949" 1 2 3 0 2
"2950" 0 2 22 0 0
"2951" 1 3 21 1 2
"2952" 1 2 9 1 2
"2953" 0 1 10 1 0
"2954" 0 2 10 0 0
"2955" 0 3 27 0 0
"2956" 0 1 25 1 0
"2957" 1 3 17 1 2
"2958" 0 2 19 0 0
"2959" 0 1 19 1 0
"2960" 1 1 25 1 2
"2961" 0 2 21 0 0
"2962" 1 3 9 0 1
"2963" 0 3 25 1 0
"2964" 0 3 26 1 0
"2966" 1 1 4 1 2
"2967" 0 2 19 1 0
"2968" 1 2 29 0 2
"2969" 1 2 4 0 3
"2971" 0 2 10 0 0
"2973" 1 2 24 1 1
"2974" 0 3 24 1 0
"2975" 0 1 19 0 0
"2976" 0 3 10 1 0
"2977" 1 2 13 1 3
"2978" 1 1 4 0 3
"2979" 0 1 14 0 0
"2981" 0 2 12 0 0
"2982" 1 1 9 0 1
"2983" 0 2 13 0 0
"2986" 1 3 27 0 1
"2987" 1 3 17 1 1
"2988" 0 2 18 0 0
"2989" 0 3 13 1 0
"2990" 1 3 13 0 1
"2991" 0 2 12 1 0
"2992" 1 1 10 1 2
"2993" 1 1 11 1 2
"2994" 0 1 10 1 0
"2995" 0 1 24 0 0
"2996" 0 3 17 1 0
"2997" 0 2 13 0 0
"2998" 1 3 30 1 2
"2999" 1 1 23 1 1
"3000" 0 2 18 0 0
"3001" 0 3 17 0 0
"3004" 0 1 27 1 0
"3005" 0 3 6 0 0
"3008" 0 1 10 1 0
"3009" 1 3 5 0 1
"3010" 1 3 12 1 2
"3011" 0 3 10 1 0
"3013" 0 2 20 1 0
"3015" 0 3 6 1 0
"3016" 1 3 17 1 2
"3017" 0 2 30 1 0
"3018" 1 2 27 0 3
"3019" 0 2 27 0 0
"3021" 0 2 28 0 0
"3022" 1 3 6 1 2
"3023" 0 1 3 0 0
"3025" 1 3 30 0 3
"3026" 0 1 6 1 0
"3030" 0 3 15 0 0
"3031" 0 1 18 1 0
"3032" 1 3 9 1 1
"3033" 0 1 26 1 0
"3034" 0 2 10 0 0
"3035" 0 1 28 0 0
"3036" 0 2 8 0 0
"3038" 1 2 30 0 1
"3039" 0 2 22 0 0
"3040" 0 3 11 0 0
"3041" 1 1 4 0 3
"3043" 1 1 25 1 2
"3044" 1 2 6 1 1
"3045" 0 1 18 0 0
"3046" 1 2 24 0 3
"3047" 0 1 2 0 0
"3049" 0 2 28 1 0
"3050" 0 2 25 1 0
"3051" 0 3 28 0 0
"3052" 1 3 26 1 1
"3053" 1 3 25 1 2
"3054" 0 1 26 1 0
"3055" 0 2 10 1 0
"3057" 0 2 29 0 0
"3058" 1 1 14 0 1
"3059" 0 3 23 0 0
"3060" 0 1 16 0 0
"3061" 1 1 18 1 1
"3062" 1 2 23 0 1
"3063" 0 1 21 0 0
"3064" 1 3 4 0 1
"3065" 1 3 19 1 2
"3066" 1 1 25 1 1
"3067" 1 1 24 1 2
"3070" 1 3 27 0 3
"3071" 0 2 6 0 0
"3072" 0 3 23 0 0
"3073" 1 1 10 0 3
